year,day,species,location,c1,c2,c3,festival
2024,3,Common Hawk-Cuckoo,Jalukbari ,,1,,during 
2024,3,Asian Palm Swift,Jalukbari ,5,,,during 
2024,3,Eurasian Moorhen,Jalukbari ,,,2,during 
2024,3,Eurasian Coot,Jalukbari ,,,10,during 
2024,3,Gray-headed Swamphen,Jalukbari ,2,7,8,during 
2024,3,White-breasted Waterhen,Jalukbari ,,,,during 
2024,3,moorhen/coot/gallinule sp.,Jalukbari ,,,,during 
2024,3,Black-winged Stilt,Jalukbari ,,,,during 
2024,3,Little Ringed Plover,Jalukbari ,,,,during 
2024,3,Northern Lapwing,Jalukbari ,,,,during 
2024,3,Gray-headed Lapwing,Jalukbari ,,,,during 
2024,3,Red-wattled Lapwing,Jalukbari ,2,,,during 
2024,3,lapwing sp.,Jalukbari ,,,,during 
2024,3,Pheasant-tailed Jacana,Jalukbari ,,,,during 
2024,3,Bronze-winged Jacana,Jalukbari ,,,1,during 
2024,3,Common Snipe,Jalukbari ,,,,during 
2024,3,Common Sandpiper,Jalukbari ,,1,,during 
2024,3,Green Sandpiper,Jalukbari ,,,,during 
2024,3,Wood Sandpiper,Jalukbari ,,,,during 
2024,3,Common Redshank,Jalukbari ,,,,during 
2024,3,Spotted Redshank,Jalukbari ,,,,during 
2024,3,Common Greenshank,Jalukbari ,,,,during 
2024,3,Common/Spotted Redshank,Jalukbari ,,,,during 
2024,3,Temminck's Stint,Jalukbari ,,,,during 
2024,3,Black-headed Gull,Jalukbari ,,,,during 
2024,3,Brown-headed Gull,Jalukbari ,,,,during 
2024,3,gull sp.,Jalukbari ,,,7,during 
2024,3,Asian Openbill,Jalukbari ,1,,,during 
2024,3,Lesser Adjutant,Jalukbari ,,,,during 
2024,3,Greater Adjutant,Jalukbari ,,,,during 
2024,3,Oriental Darter,Jalukbari ,,,3,during 
2024,3,Little Cormorant,Jalukbari ,3,84,15,during 
2024,3,Great Cormorant,Jalukbari ,,1,1,during 
2024,3,Cinnamon Bittern,Jalukbari ,,,,during 
2024,3,Little Egret,Jalukbari ,,,,during 
2024,3,Indian Pond-Heron,Jalukbari ,1,2,,during 
2024,3,Eastern Cattle Egret,Jalukbari ,6,,2,during 
2024,3,Great Egret,Jalukbari ,,1,,during 
2024,3,Medium Egret,Jalukbari ,,,,during 
2024,3,Gray Heron,Jalukbari ,,,1,during 
2024,3,Purple Heron,Jalukbari ,,1,,during 
2024,3,Glossy Ibis,Jalukbari ,,8,1,during 
2024,3,Changeable Hawk-Eagle,Jalukbari ,,,,during 
2024,3,Booted Eagle,Jalukbari ,,,,during 
2024,3,Pied Harrier,Jalukbari ,,,1,during 
2024,3,Black Kite,Jalukbari ,24,,1,during 
2024,3,Long-legged Buzzard,Jalukbari ,,,1,during 
2024,3,Asian Barred Owlet,Jalukbari ,1,,,during 
2024,3,Spotted Owlet,Jalukbari ,,,,during 
2024,3,Eurasian Hoopoe,Jalukbari ,,,,during 
2024,3,Common Kingfisher,Jalukbari ,,,,during 
2024,3,Stork-billed Kingfisher,Jalukbari ,,,,during 
2024,3,White-throated Kingfisher,Jalukbari ,1,3,,during 
2024,3,Pied Kingfisher,Jalukbari ,,1,,during 
2024,3,Indochinese Roller,Jalukbari ,,,,during 
2024,3,Lineated Barbet,Jalukbari ,,,,during 
2024,3,Blue-throated Barbet,Jalukbari ,,,,during 
2024,3,Fulvous-breasted Woodpecker,Jalukbari ,,,,during 
2024,3,Eurasian Kestrel,Jalukbari ,,,,during 
2024,3,Rose-ringed Parakeet,Jalukbari ,5,,,during 
2024,3,Black-hooded Oriole,Jalukbari ,1,,,during 
2024,3,Black Drongo,Jalukbari ,4,10,1,during 
2024,3,Ashy Drongo,Jalukbari ,,,,during 
2024,3,Brown Shrike,Jalukbari ,,,,during 
2024,3,Long-tailed Shrike,Jalukbari ,,,,during 
2024,3,Gray-backed Shrike,Jalukbari ,,1,,during 
2024,3,House Crow,Jalukbari ,20,,,during 
2024,3,Large-billed Crow,Jalukbari ,,,,during 
2024,3,Cinereous Tit,Jalukbari ,,,,during 
2024,3,Bengal Bushlark,Jalukbari ,,,2,during 
2024,3,Oriental Skylark,Jalukbari ,,,,during 
2024,3,Common Tailorbird,Jalukbari ,2,,,during 
2024,3,Plain Prinia,Jalukbari ,1,,,during 
2024,3,Zitting Cisticola,Jalukbari ,,,,during 
2024,3,Thick-billed Warbler,Jalukbari ,,,,during 
2024,3,Paddyfield Warbler,Jalukbari ,,,,during 
2024,3,Blyth's Reed Warbler,Jalukbari ,1,,,during 
2024,3,Clamorous Reed Warbler,Jalukbari ,,,,during 
2024,3,Pallas's Grasshopper Warbler,Jalukbari ,,,,during 
2024,3,Striated Grassbird,Jalukbari ,2,,,during 
2024,3,Gray-throated Martin,Jalukbari ,,1,,during 
2024,3,Bank Swallow,Jalukbari ,,5,8,during 
2024,3,Barn Swallow,Jalukbari ,35,,30,during 
2024,3,Striated Swallow,Jalukbari ,,,,during 
2024,3,Streak-throated Swallow,Jalukbari ,,,,during 
2024,3,Red-vented Bulbul,Jalukbari ,2,,,during 
2024,3,Dusky Warbler,Jalukbari ,3,1,1,during 
2024,3,European Starling,Jalukbari ,,,,during 
2024,3,Indian Pied Starling,Jalukbari ,10,,8,during 
2024,3,Chestnut-tailed Starling,Jalukbari ,1,,1,during 
2024,3,Common Myna,Jalukbari ,3,,,during 
2024,3,Bank Myna,Jalukbari ,,,2,during 
2024,3,Jungle Myna,Jalukbari ,1,,2,during 
2024,3,Great Myna,Jalukbari ,,,,during 
2024,3,Oriental Magpie-Robin,Jalukbari ,1,,,during 
2024,3,Bluethroat,Jalukbari ,,,,during 
2024,3,Taiga Flycatcher,Jalukbari ,,,,during 
2024,3,Siberian Stonechat,Jalukbari ,2,2,2,during 
2024,3,Baya Weaver,Jalukbari ,,,,during 
2024,3,Black-breasted Weaver,Jalukbari ,,,,during 
2024,3,Scaly-breasted Munia,Jalukbari ,,,,during 
2024,3,House Sparrow,Jalukbari ,4,,,during 
2024,3,Eurasian Tree Sparrow,Jalukbari ,2,,,during 
2024,3,Gray Wagtail,Jalukbari ,,,,during 
2024,3,Eastern Yellow Wagtail,Jalukbari ,,,,during 
2024,3,Citrine Wagtail,Jalukbari ,,5,2,during 
2024,3,White Wagtail,Jalukbari ,,,1,during 
2024,3,Richard's Pipit,Jalukbari ,,,,during 
2024,3,Richard's/Blyth's Pipit,Jalukbari ,,,,during 
2024,3,Paddyfield Pipit,Jalukbari ,2,2,7,during 
2024,3,Rosy Pipit,Jalukbari ,,,,during 
2024,3,Olive-backed Pipit,Jalukbari ,,,,during 
2024,3,pipit sp.,Jalukbari ,,,,during 
2024,3,Fulvous Whistling-Duck,Boragaon,,,4,during 
2024,3,Lesser Whistling-Duck,Boragaon,,,52,during 
2024,3,Bar-headed Goose,Boragaon,,,,during 
2024,3,Graylag Goose,Boragaon,,,10,during 
2024,3,Ruddy Shelduck,Boragaon,,,,during 
2024,3,Cotton Pygmy-Goose,Boragaon,,,,during 
2024,3,Garganey,Boragaon,,,,during 
2024,3,Northern Shoveler,Boragaon,,,28,during 
2024,3,Gadwall,Boragaon,,,60,during 
2024,3,Eurasian Wigeon,Boragaon,,,10,during 
2024,3,Eastern Spot-billed Duck,Boragaon,,,,during 
2024,3,Mallard,Boragaon,,,10,during 
2024,3,Northern Pintail,Boragaon,,,16,during 
2024,3,Green-winged Teal,Boragaon,,,2,during 
2024,3,Red-crested Pochard,Boragaon,,,30,during 
2024,3,Common Pochard,Boragaon,,,200,during 
2024,3,Ferruginous Duck,Boragaon,,,80,during 
2024,3,Tufted Duck,Boragaon,,,,during 
2024,3,duck sp.,Boragaon,,,2000,during 
2024,3,Great Crested Grebe,Boragaon,,,8,during 
2024,3,Little Grebe,Boragaon,,,35,during 
2024,3,Spotted Dove,Boragaon,,,1,during 
2024,3,Yellow-footed Green-Pigeon,Boragaon,,,,during 
2024,3,Greater Coucal,Boragaon,,,,during 
2024,3,Plaintive Cuckoo,Boragaon,,,,during 
2024,3,Common Hawk-Cuckoo,Boragaon,,,,during 
2024,3,Asian Palm Swift,Boragaon,,,,during 
2024,3,Eurasian Moorhen,Boragaon,,,,during 
2024,3,Eurasian Coot,Boragaon,,,,during 
2024,3,Gray-headed Swamphen,Boragaon,,,26,during 
2024,3,White-breasted Waterhen,Boragaon,,,,during 
2024,3,moorhen/coot/gallinule sp.,Boragaon,,,500,during 
2024,3,Black-winged Stilt,Boragaon,,,15,during 
2024,3,Little Ringed Plover,Boragaon,,,8,during 
2024,3,Northern Lapwing,Boragaon,,,20,during 
2024,3,Gray-headed Lapwing,Boragaon,,,56,during 
2024,3,Red-wattled Lapwing,Boragaon,,,4,during 
2024,3,lapwing sp.,Boragaon,,,,during 
2024,3,Pheasant-tailed Jacana,Boragaon,,,1,during 
2024,3,Bronze-winged Jacana,Boragaon,,,2,during 
2024,3,Common Snipe,Boragaon,,,2,during 
2024,3,Common Sandpiper,Boragaon,,,10,during 
2024,3,Green Sandpiper,Boragaon,,,,during 
2024,3,Wood Sandpiper,Boragaon,,,6,during 
2024,3,Common Redshank,Boragaon,,,2,during 
2024,3,Spotted Redshank,Boragaon,,,,during 
2024,3,Common Greenshank,Boragaon,,,,during 
2024,3,Common/Spotted Redshank,Boragaon,,,,during 
2024,3,Temminck's Stint,Boragaon,,,3,during 
2024,3,Black-headed Gull,Boragaon,,,,during 
2024,3,Brown-headed Gull,Boragaon,,,6,during 
2024,3,gull sp.,Boragaon,,,,during 
2024,3,Asian Openbill,Boragaon,,,2,during 
2024,3,Lesser Adjutant,Boragaon,,,1,during 
2024,3,Greater Adjutant,Boragaon,,,,during 
2024,3,Oriental Darter,Boragaon,,,,during 
2024,3,Little Cormorant,Boragaon,,,20,during 
2024,3,Great Cormorant,Boragaon,,,2,during 
2024,3,Cinnamon Bittern,Boragaon,,,1,during 
2024,3,Little Egret,Boragaon,,,8,during 
2024,3,Indian Pond-Heron,Boragaon,,,6,during 
2024,3,Eastern Cattle Egret,Boragaon,,,20,during 
2024,3,Great Egret,Boragaon,,,4,during 
2024,3,Medium Egret,Boragaon,,,3,during 
2024,3,Gray Heron,Boragaon,,,1,during 
2024,3,Purple Heron,Boragaon,,,2,during 
2024,3,Glossy Ibis,Boragaon,,,4,during 
2024,3,Changeable Hawk-Eagle,Boragaon,,,,during 
2024,3,Booted Eagle,Boragaon,,,,during 
2024,3,Pied Harrier,Boragaon,,,,during 
2024,3,Black Kite,Boragaon,,,4,during 
2024,3,Long-legged Buzzard,Boragaon,,,,during 
2024,3,Asian Barred Owlet,Boragaon,,,,during 
2024,3,Spotted Owlet,Boragaon,,,,during 
2024,3,Eurasian Hoopoe,Boragaon,,,1,during 
2024,3,Common Kingfisher,Boragaon,,,,during 
2024,3,Stork-billed Kingfisher,Boragaon,,,,during 
2024,3,White-throated Kingfisher,Boragaon,,,6,during 
2024,3,Pied Kingfisher,Boragaon,,,,during 
2024,3,Indochinese Roller,Boragaon,,,,during 
2024,3,Lineated Barbet,Boragaon,,,,during 
2024,3,Blue-throated Barbet,Boragaon,,,,during 
2024,3,Fulvous-breasted Woodpecker,Boragaon,,,,during 
2024,3,Eurasian Kestrel,Boragaon,,,,during 
2024,3,Rose-ringed Parakeet,Boragaon,,,,during 
2024,3,Black-hooded Oriole,Boragaon,,,,during 
2024,3,Black Drongo,Boragaon,,,10,during 
2024,3,Ashy Drongo,Boragaon,,,,during 
2024,3,Brown Shrike,Boragaon,,,,during 
2024,3,Long-tailed Shrike,Boragaon,,,2,during 
2024,3,Gray-backed Shrike,Boragaon,,,,during 
2024,3,House Crow,Boragaon,,,16,during 
2024,3,Large-billed Crow,Boragaon,,,,during 
2024,3,Cinereous Tit,Boragaon,,,,during 
2024,3,Bengal Bushlark,Boragaon,,,,during 
2024,3,Oriental Skylark,Boragaon,,,,during 
2024,3,Common Tailorbird,Boragaon,,,1,during 
2024,3,Plain Prinia,Boragaon,,,1,during 
2024,3,Zitting Cisticola,Boragaon,,,,during 
2024,3,Thick-billed Warbler,Boragaon,,,,during 
2024,3,Paddyfield Warbler,Boragaon,,,,during 
2024,3,Blyth's Reed Warbler,Boragaon,,,1,during 
2024,3,Clamorous Reed Warbler,Boragaon,,,,during 
2024,3,Pallas's Grasshopper Warbler,Boragaon,,,,during 
2024,3,Striated Grassbird,Boragaon,,,6,during 
2024,3,Gray-throated Martin,Boragaon,,,4,during 
2024,3,Bank Swallow,Boragaon,,,,during 
2024,3,Barn Swallow,Boragaon,,,158,during 
2024,3,Striated Swallow,Boragaon,,,,during 
2024,3,Streak-throated Swallow,Boragaon,,,,during 
2024,3,Red-vented Bulbul,Boragaon,,,2,during 
2024,3,Dusky Warbler,Boragaon,,,2,during 
2024,3,European Starling,Boragaon,,,,during 
2024,3,Indian Pied Starling,Boragaon,,,20,during 
2024,3,Chestnut-tailed Starling,Boragaon,,,20,during 
2024,3,Common Myna,Boragaon,,,8,during 
2024,3,Bank Myna,Boragaon,,,25,during 
2024,3,Jungle Myna,Boragaon,,,,during 
2024,3,Great Myna,Boragaon,,,,during 
2024,3,Oriental Magpie-Robin,Boragaon,,,,during 
2024,3,Bluethroat,Boragaon,,,,during 
2024,3,Taiga Flycatcher,Boragaon,,,,during 
2024,3,Siberian Stonechat,Boragaon,,,1,during 
2024,3,Baya Weaver,Boragaon,,,2,during 
2024,3,Black-breasted Weaver,Boragaon,,,,during 
2024,3,Scaly-breasted Munia,Boragaon,,,8,during 
2024,3,House Sparrow,Boragaon,,,,during 
2024,3,Eurasian Tree Sparrow,Boragaon,,,,during 
2024,3,Gray Wagtail,Boragaon,,,,during 
2024,3,Eastern Yellow Wagtail,Boragaon,,,,during 
2024,3,Citrine Wagtail,Boragaon,,,16,during 
2024,3,White Wagtail,Boragaon,,,1,during 
2024,3,Richard's Pipit,Boragaon,,,5,during 
2024,3,Richard's/Blyth's Pipit,Boragaon,,,,during 
2024,3,Paddyfield Pipit,Boragaon,,,18,during 
2024,3,Rosy Pipit,Boragaon,,,10,during 
2024,3,Olive-backed Pipit,Boragaon,,,,during 
2024,3,pipit sp.,Boragaon,,,,during 
2024,3,Fulvous Whistling-Duck,Pamohi,,,,during 
2024,3,Lesser Whistling-Duck,Pamohi,73,,55,during 
2024,3,Bar-headed Goose,Pamohi,,,,during 
2024,3,Graylag Goose,Pamohi,12,,,during 
2024,3,Ruddy Shelduck,Pamohi,,,,during 
2024,3,Cotton Pygmy-Goose,Pamohi,,,,during 
2024,3,Garganey,Pamohi,,,,during 
2024,3,Northern Shoveler,Pamohi,,,,during 
2024,3,Gadwall,Pamohi,9,,35,during 
2024,3,Eurasian Wigeon,Pamohi,,,,during 
2024,3,Eastern Spot-billed Duck,Pamohi,,,,during 
2024,3,Mallard,Pamohi,,,,during 
2024,3,Northern Pintail,Pamohi,,,,during 
2024,3,Green-winged Teal,Pamohi,,,,during 
2024,3,Red-crested Pochard,Pamohi,,,,during 
2024,3,Common Pochard,Pamohi,,,30,during 
2024,3,Ferruginous Duck,Pamohi,,,,during 
2024,3,Tufted Duck,Pamohi,,,50,during 
2024,3,duck sp.,Pamohi,,,,during 
2024,3,Great Crested Grebe,Pamohi,2,,3,during 
2024,3,Little Grebe,Pamohi,,,,during 
2024,3,Spotted Dove,Pamohi,4,,3,during 
2024,3,Yellow-footed Green-Pigeon,Pamohi,,,,during 
2024,3,Greater Coucal,Pamohi,,,,during 
2024,3,Plaintive Cuckoo,Pamohi,,,,during 
2024,3,Common Hawk-Cuckoo,Pamohi,,,,during 
2024,3,Asian Palm Swift,Pamohi,,,,during 
2024,3,Eurasian Moorhen,Pamohi,,,,during 
2024,3,Eurasian Coot,Pamohi,100,,,during 
2024,3,Gray-headed Swamphen,Pamohi,,,,during 
2024,3,White-breasted Waterhen,Pamohi,,,,during 
2024,3,moorhen/coot/gallinule sp.,Pamohi,,,,during 
2024,3,Black-winged Stilt,Pamohi,,,,during 
2024,3,Little Ringed Plover,Pamohi,,,,during 
2024,3,Northern Lapwing,Pamohi,,,,during 
2024,3,Gray-headed Lapwing,Pamohi,,,,during 
2024,3,Red-wattled Lapwing,Pamohi,,,,during 
2024,3,lapwing sp.,Pamohi,,,,during 
2024,3,Pheasant-tailed Jacana,Pamohi,,,,during 
2024,3,Bronze-winged Jacana,Pamohi,,,,during 
2024,3,Common Snipe,Pamohi,,,,during 
2024,3,Common Sandpiper,Pamohi,,,,during 
2024,3,Green Sandpiper,Pamohi,,,,during 
2024,3,Wood Sandpiper,Pamohi,,,,during 
2024,3,Common Redshank,Pamohi,,,,during 
2024,3,Spotted Redshank,Pamohi,,,,during 
2024,3,Common Greenshank,Pamohi,,,,during 
2024,3,Common/Spotted Redshank,Pamohi,,,,during 
2024,3,Temminck's Stint,Pamohi,,,,during 
2024,3,Black-headed Gull,Pamohi,,,,during 
2024,3,Brown-headed Gull,Pamohi,2,,2,during 
2024,3,gull sp.,Pamohi,8,,7,during 
2024,3,Asian Openbill,Pamohi,,,,during 
2024,3,Lesser Adjutant,Pamohi,,,,during 
2024,3,Greater Adjutant,Pamohi,1,,,during 
2024,3,Oriental Darter,Pamohi,,,,during 
2024,3,Little Cormorant,Pamohi,300,,150,during 
2024,3,Great Cormorant,Pamohi,,,,during 
2024,3,Cinnamon Bittern,Pamohi,,,,during 
2024,3,Little Egret,Pamohi,,,,during 
2024,3,Indian Pond-Heron,Pamohi,25,,35,during 
2024,3,Eastern Cattle Egret,Pamohi,45,,,during 
2024,3,Great Egret,Pamohi,2,,1,during 
2024,3,Medium Egret,Pamohi,,,,during 
2024,3,Gray Heron,Pamohi,,,,during 
2024,3,Purple Heron,Pamohi,1,,,during 
2024,3,Glossy Ibis,Pamohi,3,,2,during 
2024,3,Changeable Hawk-Eagle,Pamohi,,,,during 
2024,3,Booted Eagle,Pamohi,,,,during 
2024,3,Pied Harrier,Pamohi,,,,during 
2024,3,Black Kite,Pamohi,135,,130,during 
2024,3,Long-legged Buzzard,Pamohi,,,,during 
2024,3,Asian Barred Owlet,Pamohi,,,,during 
2024,3,Spotted Owlet,Pamohi,,,,during 
2024,3,Eurasian Hoopoe,Pamohi,,,,during 
2024,3,Common Kingfisher,Pamohi,,,,during 
2024,3,Stork-billed Kingfisher,Pamohi,,,,during 
2024,3,White-throated Kingfisher,Pamohi,,,1,during 
2024,3,Pied Kingfisher,Pamohi,,,,during 
2024,3,Indochinese Roller,Pamohi,,,,during 
2024,3,Lineated Barbet,Pamohi,,,,during 
2024,3,Blue-throated Barbet,Pamohi,,,,during 
2024,3,Fulvous-breasted Woodpecker,Pamohi,,,,during 
2024,3,Eurasian Kestrel,Pamohi,,,,during 
2024,3,Rose-ringed Parakeet,Pamohi,,,,during 
2024,3,Black-hooded Oriole,Pamohi,,,,during 
2024,3,Black Drongo,Pamohi,,,,during 
2024,3,Ashy Drongo,Pamohi,,,,during 
2024,3,Brown Shrike,Pamohi,,,,during 
2024,3,Long-tailed Shrike,Pamohi,,,,during 
2024,3,Gray-backed Shrike,Pamohi,,,,during 
2024,3,House Crow,Pamohi,27,,25,during 
2024,3,Large-billed Crow,Pamohi,,,,during 
2024,3,Cinereous Tit,Pamohi,,,,during 
2024,3,Bengal Bushlark,Pamohi,,,,during 
2024,3,Oriental Skylark,Pamohi,,,,during 
2024,3,Common Tailorbird,Pamohi,,,,during 
2024,3,Plain Prinia,Pamohi,,,,during 
2024,3,Zitting Cisticola,Pamohi,,,,during 
2024,3,Thick-billed Warbler,Pamohi,,,,during 
2024,3,Paddyfield Warbler,Pamohi,,,,during 
2024,3,Blyth's Reed Warbler,Pamohi,,,,during 
2024,3,Clamorous Reed Warbler,Pamohi,,,,during 
2024,3,Pallas's Grasshopper Warbler,Pamohi,,,,during 
2024,3,Striated Grassbird,Pamohi,2,,1,during 
2024,3,Gray-throated Martin,Pamohi,,,,during 
2024,3,Bank Swallow,Pamohi,22,,35,during 
2024,3,Barn Swallow,Pamohi,1650,,1500,during 
2024,3,Striated Swallow,Pamohi,,,,during 
2024,3,Streak-throated Swallow,Pamohi,,,,during 
2024,3,Red-vented Bulbul,Pamohi,,,,during 
2024,3,Dusky Warbler,Pamohi,2,,1,during 
2024,3,European Starling,Pamohi,,,,during 
2024,3,Indian Pied Starling,Pamohi,19,,18,during 
2024,3,Chestnut-tailed Starling,Pamohi,5,,,during 
2024,3,Common Myna,Pamohi,8,,6,during 
2024,3,Bank Myna,Pamohi,,,,during 
2024,3,Jungle Myna,Pamohi,34,,22,during 
2024,3,Great Myna,Pamohi,99,,5,during 
2024,3,Oriental Magpie-Robin,Pamohi,,,,during 
2024,3,Bluethroat,Pamohi,,,,during 
2024,3,Taiga Flycatcher,Pamohi,,,,during 
2024,3,Siberian Stonechat,Pamohi,1,,,during 
2024,3,Baya Weaver,Pamohi,,,,during 
2024,3,Black-breasted Weaver,Pamohi,,,,during 
2024,3,Scaly-breasted Munia,Pamohi,,,,during 
2024,3,House Sparrow,Pamohi,,,,during 
2024,3,Eurasian Tree Sparrow,Pamohi,,,,during 
2024,3,Gray Wagtail,Pamohi,,,,during 
2024,3,Eastern Yellow Wagtail,Pamohi,,,,during 
2024,3,Citrine Wagtail,Pamohi,15,,32,during 
2024,3,White Wagtail,Pamohi,,,,during 
2024,3,Richard's Pipit,Pamohi,,,,during 
2024,3,Richard's/Blyth's Pipit,Pamohi,,,,during 
2024,3,Paddyfield Pipit,Pamohi,9,,7,during 
2024,3,Rosy Pipit,Pamohi,11,,11,during 
2024,3,Olive-backed Pipit,Pamohi,,,,during 
2024,3,pipit sp.,Pamohi,,,,during 
2024,3,Fulvous Whistling-Duck,Watch Tower,,,,during 
2024,3,Lesser Whistling-Duck,Watch Tower,,,36,during 
2024,3,Bar-headed Goose,Watch Tower,,,,during 
2024,3,Graylag Goose,Watch Tower,,,8,during 
2024,3,Ruddy Shelduck,Watch Tower,,,,during 
2024,3,Cotton Pygmy-Goose,Watch Tower,,,,during 
2024,3,Garganey,Watch Tower,,,,during 
2024,3,Northern Shoveler,Watch Tower,,,,during 
2024,3,Gadwall,Watch Tower,,,5,during 
2024,3,Eurasian Wigeon,Watch Tower,,,,during 
2024,3,Eastern Spot-billed Duck,Watch Tower,,,,during 
2024,3,Mallard,Watch Tower,,,,during 
2024,3,Northern Pintail,Watch Tower,,,50,during 
2024,3,Green-winged Teal,Watch Tower,,,,during 
2024,3,Red-crested Pochard,Watch Tower,,,,during 
2024,3,Common Pochard,Watch Tower,,,,during 
2024,3,Ferruginous Duck,Watch Tower,,,3,during 
2024,3,Tufted Duck,Watch Tower,,,,during 
2024,3,duck sp.,Watch Tower,,,,during 
2024,3,Great Crested Grebe,Watch Tower,,,,during 
2024,3,Little Grebe,Watch Tower,,,,during 
2024,3,Spotted Dove,Watch Tower,,,2,during 
2024,3,Yellow-footed Green-Pigeon,Watch Tower,,,,during 
2024,3,Greater Coucal,Watch Tower,,,,during 
2024,3,Plaintive Cuckoo,Watch Tower,,,,during 
2024,3,Common Hawk-Cuckoo,Watch Tower,,,,during 
2024,3,Asian Palm Swift,Watch Tower,,,,during 
2024,3,Eurasian Moorhen,Watch Tower,,,,during 
2024,3,Eurasian Coot,Watch Tower,,,,during 
2024,3,Gray-headed Swamphen,Watch Tower,,,,during 
2024,3,White-breasted Waterhen,Watch Tower,,,,during 
2024,3,moorhen/coot/gallinule sp.,Watch Tower,,,,during 
2024,3,Black-winged Stilt,Watch Tower,,,,during 
2024,3,Little Ringed Plover,Watch Tower,,,,during 
2024,3,Northern Lapwing,Watch Tower,,,,during 
2024,3,Gray-headed Lapwing,Watch Tower,,,,during 
2024,3,Red-wattled Lapwing,Watch Tower,,,,during 
2024,3,lapwing sp.,Watch Tower,,,,during 
2024,3,Pheasant-tailed Jacana,Watch Tower,,,,during 
2024,3,Bronze-winged Jacana,Watch Tower,,,,during 
2024,3,Common Snipe,Watch Tower,,,,during 
2024,3,Common Sandpiper,Watch Tower,,,,during 
2024,3,Green Sandpiper,Watch Tower,,,,during 
2024,3,Wood Sandpiper,Watch Tower,,,,during 
2024,3,Common Redshank,Watch Tower,,,,during 
2024,3,Spotted Redshank,Watch Tower,,,,during 
2024,3,Common Greenshank,Watch Tower,,,,during 
2024,3,Common/Spotted Redshank,Watch Tower,,,,during 
2024,3,Temminck's Stint,Watch Tower,,,,during 
2024,3,Black-headed Gull,Watch Tower,,,,during 
2024,3,Brown-headed Gull,Watch Tower,,,2,during 
2024,3,gull sp.,Watch Tower,,,1,during 
2024,3,Asian Openbill,Watch Tower,,,2,during 
2024,3,Lesser Adjutant,Watch Tower,,,1,during 
2024,3,Greater Adjutant,Watch Tower,,,1,during 
2024,3,Oriental Darter,Watch Tower,,,,during 
2024,3,Little Cormorant,Watch Tower,,,25,during 
2024,3,Great Cormorant,Watch Tower,,,,during 
2024,3,Cinnamon Bittern,Watch Tower,,,,during 
2024,3,Little Egret,Watch Tower,,,,during 
2024,3,Indian Pond-Heron,Watch Tower,,,22,during 
2024,3,Eastern Cattle Egret,Watch Tower,,,40,during 
2024,3,Great Egret,Watch Tower,,,,during 
2024,3,Medium Egret,Watch Tower,,,1,during 
2024,3,Gray Heron,Watch Tower,,,,during 
2024,3,Purple Heron,Watch Tower,,,1,during 
2024,3,Glossy Ibis,Watch Tower,,,2,during 
2024,3,Changeable Hawk-Eagle,Watch Tower,,,,during 
2024,3,Booted Eagle,Watch Tower,,,,during 
2024,3,Pied Harrier,Watch Tower,,,,during 
2024,3,Black Kite,Watch Tower,,,110,during 
2024,3,Long-legged Buzzard,Watch Tower,,,,during 
2024,3,Asian Barred Owlet,Watch Tower,,,,during 
2024,3,Spotted Owlet,Watch Tower,,,,during 
2024,3,Eurasian Hoopoe,Watch Tower,,,,during 
2024,3,Common Kingfisher,Watch Tower,,,,during 
2024,3,Stork-billed Kingfisher,Watch Tower,,,,during 
2024,3,White-throated Kingfisher,Watch Tower,,,3,during 
2024,3,Pied Kingfisher,Watch Tower,,,,during 
2024,3,Indochinese Roller,Watch Tower,,,,during 
2024,3,Lineated Barbet,Watch Tower,,,1,during 
2024,3,Blue-throated Barbet,Watch Tower,,,,during 
2024,3,Fulvous-breasted Woodpecker,Watch Tower,,,,during 
2024,3,Eurasian Kestrel,Watch Tower,,,,during 
2024,3,Rose-ringed Parakeet,Watch Tower,,,,during 
2024,3,Black-hooded Oriole,Watch Tower,,,,during 
2024,3,Black Drongo,Watch Tower,,,4,during 
2024,3,Ashy Drongo,Watch Tower,,,,during 
2024,3,Brown Shrike,Watch Tower,,,,during 
2024,3,Long-tailed Shrike,Watch Tower,,,,during 
2024,3,Gray-backed Shrike,Watch Tower,,,,during 
2024,3,House Crow,Watch Tower,,,3,during 
2024,3,Large-billed Crow,Watch Tower,,,,during 
2024,3,Cinereous Tit,Watch Tower,,,,during 
2024,3,Bengal Bushlark,Watch Tower,,,,during 
2024,3,Oriental Skylark,Watch Tower,,,,during 
2024,3,Common Tailorbird,Watch Tower,,,,during 
2024,3,Plain Prinia,Watch Tower,,,,during 
2024,3,Zitting Cisticola,Watch Tower,,,,during 
2024,3,Thick-billed Warbler,Watch Tower,,,,during 
2024,3,Paddyfield Warbler,Watch Tower,,,,during 
2024,3,Blyth's Reed Warbler,Watch Tower,,,,during 
2024,3,Clamorous Reed Warbler,Watch Tower,,,,during 
2024,3,Pallas's Grasshopper Warbler,Watch Tower,,,,during 
2024,3,Striated Grassbird,Watch Tower,,,2,during 
2024,3,Gray-throated Martin,Watch Tower,,,2,during 
2024,3,Bank Swallow,Watch Tower,,,,during 
2024,3,Barn Swallow,Watch Tower,,,200,during 
2024,3,Striated Swallow,Watch Tower,,,,during 
2024,3,Streak-throated Swallow,Watch Tower,,,,during 
2024,3,Red-vented Bulbul,Watch Tower,,,,during 
